"Air.Pressure..Hecta.pascals." "Air.temp..deg.celcius." "Humidity...." "maximum.Wind.speed..km.h." "water.pressure..decibar." "water.temp..deg.celcius."
"1208" 1006.8 27.4 84 5.4 5.677 29.3805
"1209" 1009.1 27 81.5 42.12 5.632 29.0644
"1210" 1010.8 26.7 80.6 38.88 5.886 29.3445
"1211" 1004.1 28.4 78.5 36.72 5.662 29.5779
"1212" 1013.4 27.3 69.9 41.04 4.99 29.7877
"1213" 1011.4 27.4 77.8 48.6 5.584 28.9048
"1214" 1007.7 26.7 77.9 50.04 6.032 28.9906
"1215" 1014 24.9 75.7 46.44 5.742 28.046
"1216" 1011 24.5 78.7 25.92 4.634 28.6457
"1217" 1007.5 28.4 71.4 45 6.032 29.3058
"1218" 1008.3 27.9 76.9 33.12 6.615 29.3634
"1219" 1015.1 25.7 72 40.32 5.43 28.0479
"1220" 1007.7 28.7 70.2 19.08 7.444 28.4938
"1221" 1013.3 27.2 77.1 39.24 5.106 29.4544
"1222" 1007.6 28.7 77.7 33.48 5.381 29.5002
"1223" 1010.5 24.9 81.9 44.64 6.39 27.6907
"1224" 1008.9 27.9 74.6 46.08 6.267 28.9722
"1225" 1009.3 26.6 76.8 48.6 6.82 28.7597
"1226" 1008.6 26.9 82.6 27.36 5.894 29.7378
"1227" 1002.1 28.9 76.6 38.52 5.581 29.4373
"1228" 1013.9 25 80.4 32.04 6.335 27.9839
"1229" 1011.7 24.5 81.2 34.2 6.357 27.3166
"1230" 1013.6 25.2 69 36 5.127 28.4321
"1231" 1012.4 26.9 83.6 24.48 5.639 29.0104
"1232" 1010.2 27.6 69.4 40.32 6.515 29.2043
"1233" 1009.2 27.4 76.8 24.48 5.737 29.2307
"1234" 1008.3 27 75.4 43.2 5.57 29.1331
"1235" 1007.5 27.2 75.5 38.16 5.435 29.1425
"1236" 1014.1 25 72.9 36.36 5.619 28.1014
"1237" 1012.5 25.6 74 39.96 5.662 27.8816
"1238" 1011.8 27 77.2 36 6.521 29.4692
"1239" 1010.3 26 76.6 26.64 6.128 29.3471
"1240" 1012.1 25.7 71.8 36.72 6.365 28.3244
"1241" 1008.2 28.1 78.2 34.56 6.894 29.2256
"1242" 1011.7 27.9 68.5 27 6.353 29.0291
"1243" 1013.6 24.4 76.3 39.24 6.686 27.594
"1244" 1008.4 28.1 80.5 7.2 6.383 29.3604
"1245" 1013.7 24.8 77.9 32.4 6.562 28.0598
"1246" 1007 28.8 70.6 29.52 5.328 29.1689
"1247" 1009.6 27.9 74.5 38.88 6.427 29.2609
"1248" 1009.6 27.9 78.5 38.88 6.386 29.5115
"1249" 1004 28.3 81.5 40.68 6.614 29.2784
"1250" 1005.4 27.2 79 10.08 5.928 28.7946
"1251" 1006.3 28.4 81.6 9 6.292 28.8213
"1252" 1012.3 27.2 73.8 42.12 6.54 29.4173
"1253" 1012.1 25.3 80.4 42.84 5.879 27.4188
"1254" 1011.2 26.3 79.6 33.84 5.673 28.9829
"1255" 1012 26.8 76.9 37.44 5.6 28.9668
"1256" 1011.7 27.2 79.3 35.28 6.758 28.9417
"1257" 1008.7 27.6 67.3 44.28 6.741 29.2479
"1258" 1011 25.2 81 42.48 5.316 27.8959
"1259" 1008.1 27.6 78.9 26.64 6.501 29.0145
"1260" 1006.3 28.7 76.6 19.44 7.403 28.7746
"1261" 1007.6 28.7 72.6 37.08 5.722 29.197
"1262" 1011 26.7 81.5 41.76 6.189 28.9349
"1263" 1010.3 27.3 83.3 33.12 5.442 29.2772
"1264" 1009.5 28.4 75.2 37.08 5.645 28.9056
"1265" 1006.5 26.8 83.6 41.04 5.661 28.9513
"1266" 1012 28 67.1 25.56 6.334 29.0489
"1267" 1014 24.7 83.3 35.64 5.287 28.2805
"1268" 1011.7 27.3 80.8 37.08 7.026 29.1713
"1269" 1013 27.3 68.7 45.36 6.778 29.3291
"1270" 1002.9 28.3 77 27.36 7.099 29.5054
"1271" 1006.5 28.4 66.1 37.44 6.366 29.0264
"1272" 1004.2 28.2 77.8 32.4 6.586 29.234
"1273" 1009.8 27 76.1 43.92 6.27 28.3299
"1274" 1004.8 27.3 78.7 26.28 6.242 28.9192
"1275" 1012 27.3 75.4 36.36 5.533 29.0863
"1276" 1014.6 25.1 78.5 39.6 5.298 28.1226
"1277" 1014.2 24.2 85 42.84 6.78 27.7213
"1278" 1003.8 28 79 38.16 5.651 29.4248
"1279" 1004.4 26.4 84.8 18.36 5.818 28.9143
"1280" 1005 27.7 82.7 20.16 6.334 28.8655
"1281" 1012.5 27.4 72.2 41.4 6.584 29.3602
"1282" 1013 25.6 74.3 37.08 6.612 27.9502
"1283" 1013.1 26.8 78.5 37.44 6.242 29.1626
"1284" 1013.5 25.1 79 34.2 5.439 28.1268
"1285" 1009.8 28.5 77.7 36 6.636 29.2297
"1286" 1012.5 25.2 78 51.12 6.065 27.6671
"1287" 1011.5 28.8 75 28.08 4.696 28.969
"1288" 1008.2 28.1 80.4 36.36 5.909 29.0129
"1289" 1009.4 26.3 75.7 41.04 5.535 29.2499
"1290" 1005.7 26.9 82.1 20.88 5.092 28.9906
"1291" 1012.2 24.7 70.6 29.16 7.225 28.4154
"1292" 1011.3 25.6 78.8 43.56 5.741 28.1461
"1293" 1008.9 28.1 74.7 40.68 5.453 29.3923
"1294" 1006.8 29.3 73.6 17.28 6.157 28.7869
"1295" 1012 25.6 73.8 47.88 7.189 28.4567
"1296" 1010.7 26.7 77.1 41.76 6.585 28.7718
"1297" 1013.4 25.2 78 39.6 6.409 27.1251
"1298" 1009.6 27.8 78.7 46.44 5.91 29.412
"1299" 1012.8 23.9 83.1 44.64 5.368 28.036
"1300" 1011.8 24.9 80.2 42.84 5.203 27.9889
"1301" 1005.3 28.6 80.4 55.44 5.572 29.4734
"1302" 1008.6 25.7 88.9 31.68 6.041 29.1104
"1303" 1013.2 25.8 68.8 45 6.353 27.5639
"1304" 1010.9 27.3 81.7 37.08 7.344 29.1391
"1305" 1011.7 27.4 71.3 47.16 4.994 29.8205
"1306" 1008.1 27.4 81.9 47.16 5.951 28.8845
"1307" 1013.6 25 75.5 49.32 5.721 28.0891
"1308" 1008.6 26 76.9 36 6.219 29.2605
"1309" 1012.6 27.1 70.7 40.68 6.396 29.3256
"1310" 1009.3 26.3 78.3 39.24 6.178 28.7787
"1311" 1011.1 24.5 76.4 33.12 5.325 28.2851
"1312" 1010.9 27.3 78.8 36.72 5.142 29.1496
"1313" 1004.6 28.4 80.1 13.32 5.899 28.8597
"1314" 1012.8 25 81.9 34.56 6.417 27.2002
"1315" 1012.1 25.7 76.2 38.88 6.046 27.7002
"1316" 1012 27 78.6 34.56 5.886 29.4332
"1317" 1010.4 27.4 74.8 39.24 6.853 29.2184
"1318" 1007.8 28.6 77.8 47.52 6.821 29.4375
"1319" 1009.6 27.6 73.7 37.08 6.032 29.3465
"1320" 1008.3 28.1 70.8 36 5.576 29.3845
"1321" 1011.4 24.5 82.1 32.4 6.354 27.3132
"1322" 1012.1 24.9 75.2 49.32 6.44 27.4434
"1323" 1010.8 27.8 84.3 19.8 7.718 28.8555
"1324" 1009.6 27.9 75.4 43.92 5.551 29.559
"1325" 1014.1 25.1 72.1 36.36 5.769 27.8295
"1326" 1013.5 25.1 79.4 43.2 5.696 27.7449
"1327" 1006.7 28.8 77.6 40.68 5.758 29.2055
"1328" 1009.9 27.6 80.3 15.48 5.611 29.1676
"1329" 1005.5 28.6 77.7 36.72 6.463 29.1875
"1330" 1006.5 26.7 83.1 41.04 5.663 28.9497
"1331" 1006.2 25.4 87.4 18.36 5.192 29.0128
"1332" 1014.3 25.7 77.2 36.72 4.866 28.1966
"1333" 1004.5 26.1 81.2 27 5.626 28.9387
"1334" 1006.3 29.6 73.7 7.92 6.432 28.5877
"1335" 1007.5 25.9 85.5 22.32 5.408 29.0338
"1336" 1012.1 26.1 76.8 41.4 5.749 27.7281
"1337" 1010.4 28.7 76.9 44.28 5.878 29.4334
"1338" 1006.4 27.8 80.4 19.44 6.316 28.888
"1339" 1013.1 25.3 77.8 40.68 5.679 27.3608
"1340" 1004.6 25.7 86.4 28.8 5.824 29.3959
"1341" 1009.4 25.9 75.2 38.88 7.031 28.4818
"1342" 1013.7 26.9 75.4 34.2 5.169 29.1581
"1343" 1006.4 27.3 84.2 7.56 5.685 29.3391
"1344" 1011.7 26.8 80.8 33.48 6.334 28.8991
"1345" 1008.7 27.6 83.3 21.96 5.685 29.2581
"1346" 1009.8 27.2 72.8 38.88 6.335 29.1904
"1347" 1004.1 28.2 74.6 29.88 5.932 29.3627
"1348" 1011.8 27 78.5 29.88 6.789 29.0748
"1349" 1008.8 28 72.8 39.96 6.283 28.8214
"1350" 1006.9 24.9 93.2 30.6 5.636 29.6999
"1351" 1004.6 28.5 75.7 21.24 6.53 28.8427
"1352" 1013.2 25 75.6 43.2 5.565 28.1251
"1353" 1009 27.8 71.1 42.84 6.894 29.2704
"1354" 1013 24.1 85.5 19.44 5.302 28.3754
"1355" 1009.4 27.6 76.5 30.6 6.12 29.3618
"1356" 1010.9 29.1 76 24.48 5.125 28.8225
"1357" 1013.3 26.9 75.3 32.4 6.449 29.0289
"1358" 1010.4 27.7 76.3 42.12 5.249 29.052
"1359" 1006.4 28.8 78.2 29.88 5.133 29.3398
"1360" 1004.8 27.6 82.2 7.92 5.673 28.7517
"1361" 1006.2 28.4 71.7 38.88 6.643 28.9712
"1362" 1012 26.3 83.8 33.12 5.789 28.9813
"1363" 1005.1 26.8 83.5 23.76 6.722 29.5535
"1364" 1010.8 25.9 69.2 41.76 6.619 28.1816
"1365" 1005.2 26.7 73.4 9.36 6.917 28.6344
"1366" 1010.9 27.2 80.3 36 7.356 29.1533
"1367" 1008 27.4 81.5 49.68 5.886 28.8426
"1368" 1011.1 25.2 81.6 35.28 5.267 27.9633
"1369" 1012.6 25 80.6 39.24 5.313 27.9828
"1370" 1011.3 25.5 73.8 46.44 5.313 28.705
"1371" 1013.6 25.4 78.9 45.72 5.619 27.8101
"1372" 1005.3 28.7 76.6 24.48 7.469 28.758
"1373" 1010.6 25.2 79.9 45.36 6.444 27.6799
"1374" 1013.4 25.3 79.1 38.52 6.411 27.1707
"1375" 1008.6 28.5 78.4 36 6.78 29.4667
"1376" 1009.5 28.6 74.6 44.28 6.166 29.3405
"1377" 1009 28.6 72.8 22.68 7.643 28.4687
"1378" 1011.4 26.5 76.9 40.32 6.163 28.7917
"1379" 1015.5 25.2 79.7 36.36 5.049 28.1096
"1380" 1011.8 24.5 82.2 31.32 6.394 27.3232
"1381" 1008.6 26 87.3 42.12 5.358 29.0363
"1382" 1013 27.1 76.2 38.16 6.732 29.2771
"1383" 1010.1 26.2 80.6 45.72 5.863 27.6776
"1384" 1009.6 27.7 77.5 6.12 5.194 28.6079
"1385" 1011.9 25.7 74.7 42.84 6.562 27.4011
"1386" 1008.3 28.2 76.2 11.16 5.668 29.6584
"1387" 1006.1 26.2 82.7 23.04 5.775 29.2477
"1388" 1005.4 28.7 75.9 32.76 5.005 29.2715
"1389" 1008.7 28.8 79.2 48.96 6.807 29.4772
"1390" 1007.9 26.5 79.9 48.6 6.065 28.9842
"1391" 1006.3 28.5 76 30.6 5.925 29.0143
"1392" 1009.6 27.3 76.4 31.68 6.062 29.1185
"1393" 1008.3 27.2 82 53.28 6.041 28.9072
"1394" 1012.9 25 77.6 45 5.694 28.1882
"1395" 1007.4 27.5 84.1 19.44 6.312 29.3345
"1396" 1008.1 28.3 79 38.52 7.431 29.8324
"1397" 1010.2 25.1 72.3 34.2 6.969 27.9492
"1398" 1014.7 25.2 79.8 38.88 5.173 28.2616
"1399" 1014.6 25.1 78.8 28.44 7.026 28.1946
"1400" 1009.5 25.2 70.5 37.08 7.404 28.1705
"1401" 1012.5 25.2 73.7 35.28 6.311 27.8329
"1402" 1009.2 26.8 78.3 41.04 6.638 29.0218
"1403" 1008.3 28 77 3.96 4.883 28.7685
"1404" 1003.8 26.3 86.5 33.84 6.222 29.5606
"1405" 1010.8 26.6 82.9 30.24 6.095 28.8463
"1406" 1011.5 27.1 74.1 40.32 7.138 29.2945
"1407" 1009 27 82.1 42.84 5.655 29.0139
"1408" 1003.4 27.6 82.9 44.28 6.57 29.3081
"1409" 1013.5 25.2 71.1 39.24 7.389 28.2812
"1410" 1006.7 28.9 76.1 20.88 4.725 29.0817
"1411" 1006.8 26.8 81 50.4 5.681 28.9478
"1412" 1009.8 27.1 73.2 42.48 5.419 28.9841
"1413" 1006.5 27.2 78.3 47.16 6.698 28.9615
"1414" 1006.1 29.3 75 13.68 6.471 28.5891
"1415" 1010 28.8 75.8 41.76 5.547 29.4992
"1416" 1010.8 25.3 80 48.96 6.217 27.446
"1417" 1008.7 26.2 82.3 19.44 5.703 29.7466
"1418" 1012.1 26.9 77.1 35.28 5.854 29.4282
"1419" 1003.5 27.1 80.9 31.68 7.222 29.4762
"1420" 1002.2 27.7 78.3 20.16 5.371 29.4688
"1421" 1008.5 28.2 74.4 36.72 5.727 28.8815
"1422" 1013.1 27.1 74.1 39.6 5.227 29.4531
"1423" 1010.8 27.3 74.8 48.96 5.071 29.1252
"1424" 1011 25.7 77 42.48 6.456 28.7477
"1425" 1013.6 27.4 77.5 30.6 5.113 29.3272
"1426" 1013.2 25 74.9 46.08 5.577 28.1339
"1427" 1013 25.3 74.1 32.4 5.217 28.0905
"1428" 1006.9 28.5 79.7 20.88 6.477 28.912
"1429" 1004.6 26.4 82.8 23.4 6.308 29.2464
"1430" 1007.5 28.7 70.9 39.96 5.661 29.1989
"1431" 1005.5 26.9 81.7 10.8 5.606 29.6425
"1432" 1005.2 27.6 83.7 12.24 5.883 28.7217
"1433" 1008.6 28 73.7 42.48 5.475 29.3904
"1434" 1012.5 25.9 70.5 37.08 6.289 28.4049
"1435" 1010.1 29.1 77.2 39.6 5.72 29.2235
"1436" 1002.4 27.9 78.6 17.64 5.562 29.4433
"1437" 1007.6 28.4 80.7 28.44 6.778 29.3069
"1438" 1002.6 29.1 76.1 49.32 6.239 29.2147
"1439" 1009.7 28.1 76.3 21.96 6.477 28.8795
"1440" 1011.6 26.9 79.5 33.12 6.494 28.7905
"1441" 1004.5 27.3 77.8 12.96 5.627 29.5443
"1442" 1011.2 25.4 71.5 39.24 7.219 27.9739
"1443" 1007.1 27.7 77.8 33.84 5.981 28.9985
"1444" 1009.5 27.9 76.6 36.36 6.377 29.2597
"1445" 1010.7 26.1 78.7 33.12 5.715 28.981
"1446" 1011.7 26.9 81.9 27.72 5.684 29.0209
"1447" 1005.7 28.8 78.7 20.52 6.221 28.8355
"1448" 1010.8 25.2 74.5 33.84 5.754 28.2303
"1449" 1012.3 27.1 74.2 41.4 6.573 29.4417
"1450" 1012.1 25.8 76.3 41.04 5.992 28.1387
"1451" 1013.8 25.2 79 45.36 5.444 27.9005
"1452" 1009.6 25.8 77.6 36.72 5.998 28.6863
"1453" 1012 25.7 73.5 38.52 6.616 27.9592
"1454" 1008.6 28.7 72.9 3.24 4.814 28.7636
"1455" 1010.8 26.3 77.1 38.88 7.177 29.1649
"1456" 1010.3 26.5 81.1 45.36 6.188 28.9419
"1457" 1011.9 25.9 81.5 47.88 6.05 27.7158
"1458" 1012.9 25.3 77.8 40.68 5.582 28.1447
"1459" 1004.1 28.4 78.5 36 5.684 29.5783
"1460" 1006.9 29.2 73.9 16.56 6.053 28.6905
"1461" 1007.4 26 84.5 32.76 6.74 28.9993
"1462" 1013.9 27.2 70.1 43.56 6.557 28.9884
"1463" 1008.5 28.1 80.7 7.92 6.373 29.3634
"1464" 1008.2 26.6 81.3 26.64 5.882 29.0504
"1465" 1012.3 25.2 79.9 37.8 6.295 27.6198
"1466" 1008.2 28 80.3 3.6 6.409 29.3531
"1467" 1013.3 25.2 78.3 41.04 6.016 27.7288
"1468" 1009.6 28.1 74.1 46.08 6.248 28.9135
"1469" 1008.9 26.8 76.4 46.08 6.912 28.5992
"1470" 1015.5 25.3 80.9 44.64 5.075 28.132
"1471" 1013.1 24.5 85 37.8 5.829 27.5545
"1472" 1004.6 28.3 80.4 11.52 5.917 28.8615
"1473" 1006.2 27.5 81.7 19.44 6.151 29.135
"1474" 1010.4 28 79.7 37.44 5.367 28.9938
"1475" 1011.4 25.7 73.8 38.52 7.018 28.0791
"1476" 1010.8 26.4 80.2 41.4 5.698 28.9166
"1477" 1010.4 27.6 68.8 38.16 6.834 29.1292
"1478" 1008 27.1 79.5 25.92 5.99 29.1093
"1479" 1008.6 27.7 75.2 35.28 6.037 29.178
"1480" 1012.8 25.2 78.4 46.44 5.417 27.9233
"1481" 1010.5 26 82.2 44.64 6.953 28.5913
"1482" 1012.6 27.1 79.6 32.4 6.806 29.0679
"1483" 1015.1 25.5 69.1 46.8 5.014 28.3623
"1484" 1012.5 25.6 85.8 35.64 6.906 27.7223
"1485" 1010.1 28 81.8 32.04 5.958 29.4457
"1486" 1006.4 28.2 71 38.52 6 29.09
"1487" 1012.6 25.4 78.8 43.2 6.399 27.892
"1488" 1004.5 28 79 32.76 5.698 29.2834
"1489" 1013 26.7 76.6 30.96 5.882 29.2106
"1490" 1009.8 27.2 76.8 40.32 6.166 29.0593
"1491" 1012.7 24.8 85.6 47.88 6.46 28.5453
"1492" 1006.3 27.4 80.3 23.76 6.663 29.2025
"1493" 1011.5 26.9 68.7 28.44 6.73 29.4818
"1494" 1012.3 26.1 76.8 23.76 6.196 29.2534
"1495" 1008 27.8 80.4 39.6 5.786 29.4316
"1496" 1009.8 28.9 78.3 39.96 5.762 29.2346
"1497" 1010.7 25.9 78.2 41.04 6.344 28.7206
"1498" 1003 27.8 75.7 23.04 7.152 29.4988
"1499" 1013.2 24.6 82.5 39.96 6.773 27.7235
"1500" 1012.8 26.7 81 28.08 5.304 29.2665
"1501" 1008.7 26.8 84.4 27.36 6.959 29.6969
"1502" 1011.5 24.9 78.9 45.36 6.542 27.6244
"1503" 1010.5 25.2 70.1 34.56 7.546 28.3332
"1504" 1012.1 27.5 80.3 40.68 5.388 29.0473
"1505" 1011.2 26.8 70.8 29.52 5.691 29.4594
"1506" 1008.2 26.3 81.6 47.52 6.065 28.9855
"1507" 1010.5 26.1 77.3 23.04 6.221 29.3867
"1508" 1006.6 28.5 76.8 27.72 5.535 29.4622
"1509" 1011 24.4 84.6 25.92 4.764 28.9732
"1510" 1004.9 28.4 80.1 30.6 6.523 29.1863
"1511" 1009.7 27.6 81.7 25.92 5.607 28.9465
"1512" 1006.6 28.1 77.6 29.16 5.992 29.1575
"1513" 1008.8 27.7 75.9 33.48 6.566 29.0544
"1514" 1013.1 25.7 69.6 43.92 5.945 28.3197
"1515" 1010.9 25.8 78 45.36 5.897 27.6007
"1516" 1012 26.5 76.6 40.32 6.831 28.9383
"1517" 1009.6 27.6 81.9 37.8 5.07 29.1651
"1518" 1010 26 85 44.28 6.384 29.1445
"1519" 1009.2 26.2 82.5 45.36 5.87 29.0486
"1520" 1007.9 28 78.2 26.64 7.149 29.2756
"1521" 1014.2 27.2 73.1 41.4 5.023 29.0196
"1522" 1009.3 26.1 81.5 46.8 5.912 29.1028
"1523" 1006.1 28.9 79.6 21.24 4.781 29.1076
"1524" 1009.1 25.6 82.4 37.44 4.955 29.0548
"1525" 1011.9 27.3 71 37.8 6.525 29.1799
"1526" 1014.6 25 79.5 38.16 6.958 27.7755
"1527" 1008 28.1 75.3 6.48 4.956 28.7566
"1528" 1013.7 25.2 76.2 43.2 6.489 27.3275
"1529" 1011 26.1 74.2 46.08 6.932 28.3449
"1530" 1012 27.4 76.6 43.92 6.606 28.94
"1531" 1008.7 28.7 69.4 29.52 5.549 29.0916
"1532" 1011.3 26.9 70.6 31.32 6.709 29.4923
"1533" 1007.5 27.4 78.5 3.24 6.017 28.6454
"1534" 1011 26.3 84.7 35.28 6.704 28.7593
"1535" 1005.1 28.3 76.8 37.44 6.293 29.2159
"1536" 1008.6 27.7 74.2 3.6 6.644 28.5109
"1537" 1009 25.8 84.4 49.68 6.854 28.9583
"1538" 1008.4 26.3 77.7 35.64 6.851 29.0327
"1539" 1002.5 27.1 83.9 12.24 5.561 29.3717
"1540" 1008.4 28 78.3 29.52 6.615 29.1527
"1541" 1014.5 25.6 74.2 34.56 7.016 28.2006
"1542" 1011.5 27.1 67.5 43.92 6.004 29.4562
"1543" 1007.7 28.5 80.9 28.44 6.727 29.2998
"1544" 1010.3 25.8 86.4 43.92 6.402 29.0475
"1545" 1014.7 24.9 81.2 42.12 7.217 29.1314
"1546" 1013.9 25.7 70.8 40.32 5.75 28.353
"1547" 1011.2 27.1 64.8 42.84 6.023 29.4452
"1548" 1011.2 24.4 70.5 38.88 5.378 28.5386
"1549" 1014.6 25 80.1 37.8 5.293 28.1232
"1550" 1010.6 26.3 82.7 42.12 5.779 28.9341
"1551" 1007.8 27.6 75.6 34.2 6.512 29.0999
"1552" 1008.1 27 74.4 38.16 6.405 28.9232
"1553" 1008 28.6 76.6 43.56 4.806 29.1517
"1554" 1009.6 27.8 76 36.72 6.51 29.2495
"1555" 1011.3 27.7 70.9 46.8 5.3 29.7536
"1556" 1014.4 25 76.5 44.64 5.777 27.9889
"1557" 1007.8 24.6 87.8 24.48 4.804 28.9248
"1558" 1013.9 25.1 84.4 47.16 5.606 27.9979
"1559" 1010.3 26.4 77.8 47.16 6.571 28.7065
"1560" 1011.9 25.4 74.2 36.36 6.458 28.191
"1561" 1008.4 28.2 74.1 30.6 7.05 29.3395
"1562" 1002 27.3 83.3 60.84 6.552 29.2646
"1563" 1012.1 25.6 71.3 41.04 6.702 27.9297
"1564" 1005.8 26.7 82.4 9.36 5.354 29.6852
"1565" 1011 26.3 84.2 40.32 6.62 28.8661
"1566" 1009.6 26.8 75 46.08 5.713 29.0971
"1567" 1007.7 27.8 81.9 6.84 6.191 29.22
"1568" 1010.7 25.2 79.3 43.92 6.446 27.6814
"1569" 1007.5 27.7 71.7 38.52 6.334 29.0343
"1570" 1007.8 28.1 80.3 11.88 7.376 28.6748
"1571" 1009.4 28.1 76.7 41.76 6.593 28.844
"1572" 1008.3 27.2 81.6 50.04 6.064 28.9179
"1573" 1012.4 27.2 77.6 41.4 7.122 29.1326
"1574" 1005.3 28.6 78.6 25.56 6.332 29.0447
"1575" 1012.8 25.7 74.8 39.24 6.616 27.9718
"1576" 1012.6 24.3 80.2 36.36 5.269 27.9703
"1577" 1013 25.8 74.5 43.92 5.89 27.9541
"1578" 1013.1 26.9 78.7 43.56 6.257 29.1573
"1579" 1007.6 28.1 78 41.4 5.768 29.4019
"1580" 1011.4 27 78.6 44.28 7.023 29.1998
"1581" 1011.1 27.1 71.8 42.12 6.164 29.3821
"1582" 1012.4 25.2 81.4 37.8 6.214 27.6067
"1583" 1009 28.6 72.8 36.72 5.646 29.02
"1584" 1009.7 27.3 70.3 40.32 5.779 29.5089
"1585" 1010.7 25.8 74 40.68 6.198 27.3201
"1586" 1009.7 26.7 80.6 33.84 6.209 29.0666
"1587" 1012.9 25.3 78.6 34.2 6.636 27.5065
"1588" 1011 26.3 77.4 44.28 5.327 29.1663
"1589" 1010.1 27.4 74.7 35.28 6.312 29.0472
"1590" 1011.8 25.6 70 34.56 5.424 28.589
"1591" 1009.9 28.2 77.9 48.24 5.501 29.5628
"1592" 1013.1 25.2 82.8 37.08 5.273 28.2726
"1593" 1009.9 26.5 80.3 47.52 5.657 29.1291
"1594" 1010.7 27.2 70.9 39.96 5.532 29.6857
"1595" 1010 27.3 80.6 33.84 6.99 29.276
"1596" 1009.8 26.9 83.3 37.8 6.124 29.0492
"1597" 1010.6 25.3 73.7 34.2 6.706 27.6565
"1598" 1013.5 25 75.8 43.2 6.632 27.8142
"1599" 1007.2 28.4 75.6 20.88 5.281 28.9911
"1600" 1009.9 26.9 82.1 35.28 5.58 29.1742
"1601" 1009.6 27.3 70.9 34.92 6.563 29.2887
"1602" 1006.8 28.5 72.5 42.48 5.824 29.1866
"1603" 1014 24.9 79.1 30.96 6.154 28.1553
"1604" 1013.4 25.2 80.8 45.72 5.571 27.8138
"1605" 1011 26.3 83.4 41.76 6.964 28.7636
"1606" 1013.6 25.4 84.1 33.84 5.43 28.0267
"1607" 1014.6 24.9 81 34.56 6.896 27.7445
"1608" 1010.7 26.3 82.2 41.76 5.756 28.9282
"1609" 1009.9 26.2 80 39.96 5.563 29.0951
"1610" 1013.9 25.3 77.8 38.52 6.402 27.2308
"1611" 1013.4 27.5 76.6 32.4 4.993 29.4538
"1612" 1011.6 25.5 70.1 39.96 5.76 27.8329
"1613" 1010.8 25.3 82.5 41.04 5.207 27.9133
"1614" 1011.5 26.8 70.7 32.04 6.722 29.4674
"1615" 1009.5 28.5 72.7 25.56 6.678 28.5615
"1616" 1011.4 26.8 81 32.04 7.245 29.0132
"1617" 1011.7 25.7 70.7 34.92 6.102 27.5831
"1618" 1005.3 26.4 73 11.88 6.866 28.6399
"1619" 1011.9 27.1 70.1 37.44 5.916 29.372
"1620" 1014.3 25.1 70 36 6.549 28.3418
"1621" 1012.2 27.1 80.8 31.32 5.748 28.9649
"1622" 1010.7 27.4 78.3 38.52 7.176 28.804
"1623" 1008.5 28 77.9 37.08 6.028 29.5658
"1624" 1008.3 27.4 77.7 30.6 5.86 29.2799
"1625" 1009.4 28.1 77 32.76 6.52 29.1539
"1626" 1011.1 25.7 79.2 41.04 5.817 27.8957
"1627" 1001.4 26.6 89.3 51.12 6.614 29.2936
"1628" 1010.4 27.2 77.5 46.44 6.178 28.818
"1629" 1013.3 24.8 81.1 32.04 5.361 27.925
"1630" 1003.1 27.1 84 40.32 6.628 29.3968
"1631" 1008.1 28 78.2 41.76 5.929 28.7279
"1632" 1013.8 25.5 78.5 39.96 6.515 27.341
"1633" 1001.6 28.8 77.5 32.04 5.547 29.451
"1634" 1007.2 25.4 87.1 28.44 5.944 29.718
"1635" 1009.9 27.4 78.5 21.6 5.555 29.1992
"1636" 1015.2 25.1 76.7 33.12 5.33 28.0706
"1637" 1007.9 27.7 82.2 8.64 7.312 28.6619
"1638" 1008 27.7 79.5 15.84 6.666 29.1551
"1639" 1002.5 28.6 79.5 28.08 5.622 29.5076
"1640" 1013.1 27.1 76.7 40.32 6.723 29.2819
"1641" 1008 28.1 80.7 4.68 6.424 29.3477
"1642" 1010.7 26.5 83.4 43.2 6.791 28.7802
"1643" 1012.9 26.1 65.7 50.04 5.203 28.7224
"1644" 1011.5 28.8 73.3 27 4.868 28.9994
"1645" 1011.7 26.8 81 32.04 5.798 28.9894
"1646" 1008.8 26 82.7 27.72 6.991 29.2105
"1647" 1011.4 26.9 80.1 32.04 7.082 29.0289
"1648" 1010.3 25.9 78 43.56 6.027 27.3296
"1649" 1013.9 25 74 47.52 5.743 28.0545
"1650" 1011.9 27.1 80.9 31.32 6.854 29.1337
"1651" 1010.1 26.4 79.1 42.12 6.465 28.3468
"1652" 1011.9 25.4 76.8 35.28 5.768 28.3921
"1653" 1012.3 24.1 88.6 51.48 6.167 28.5331
"1654" 1012.4 24.3 77.4 31.32 6.05 27.7655
"1655" 1009.6 27.9 77.3 44.28 6.49 28.8918
"1656" 1013.1 25.3 79.2 49.32 5.706 27.5403
"1657" 1010.6 26 81.3 45.36 5.898 27.812
"1658" 1011.8 25.9 83.4 35.64 6.638 27.761
"1659" 1003.3 28.6 76.5 30.6 5.606 29.5285
"1660" 1012.7 25.5 82.3 38.52 5.972 28.0212
"1661" 1007 27.1 79.4 9 6.113 28.6499
"1662" 1010 28.8 75.4 44.28 5.551 29.47
"1663" 1011.5 26.6 81 43.2 6.75 28.6733
"1664" 1011.9 25.2 74.9 41.04 6.886 28.0532
"1665" 1005 27.1 82.1 24.12 6.584 29.5481
"1666" 1013.1 24.9 78.7 40.32 6.408 27.185
"1667" 1005.7 27.7 80.9 33.12 6.306 29.2096
